Time,Type,Volume,BestAsk,asksize,BestBid,bidsize
2016-06-23 09:30:03,5,100,716,1470,715.11,100
2016-06-23 09:30:03,1,100,715.88,100,715.11,100
2016-06-23 09:30:03,4,100,716,1470,715.11,100
2016-06-23 09:30:03,4,145,716,1325,715.11,100
2016-06-23 09:30:03,4,100,716,1225,715.11,100
2016-06-23 09:30:03,4,100,716,1125,715.11,100
2016-06-23 09:30:03,4,51,716,1074,715.11,100
2016-06-23 09:30:03,4,20,716,1054,715.11,100
2016-06-23 09:30:03,4,29,716,1025,715.11,100
2016-06-23 09:30:03,4,11,716,1014,715.11,100
2016-06-23 09:30:03,4,11,716,1003,715.11,100
2016-06-23 09:30:03,4,3,716,1000,715.11,100
2016-06-23 09:30:03,4,175,716,825,715.11,100
2016-06-23 09:30:03,4,825,716.24,5,715.11,100
2016-06-23 09:30:03,4,5,716.26,700,715.11,100
2016-06-23 09:30:03,4,95,716.26,605,715.11,100
2016-06-23 09:30:03,5,100,716.26,605,715.11,100
2016-06-23 09:30:03,4,86,716.26,519,715.11,100
2016-06-23 09:30:03,4,19,716.26,500,715.11,100
2016-06-23 09:30:03,4,67,716.26,433,715.11,100
2016-06-23 09:30:03,4,433,716.5,26,715.11,100
2016-06-23 09:30:03,1,86,716.5,26,716.35,86
2016-06-23 09:30:03,1,86,716.5,26,716.35,172
2016-06-23 09:30:03,5,50,716.5,26,716.35,172
2016-06-23 09:30:03,5,50,716.5,26,716.35,172
2016-06-23 09:30:03,4,50,716.5,26,716.35,122
2016-06-23 09:30:03,4,36,716.5,26,716.35,86
2016-06-23 09:30:03,4,86,716.5,26,715.11,100
2016-06-23 09:30:06,5,100,716.5,26,715.11,100
2016-06-23 09:30:06,1,100,716.47,100,715.11,100
2016-06-23 09:30:06,3,100,716.5,26,715.11,100
2016-06-23 09:30:07,5,15,716.5,26,715.11,100
2016-06-23 09:30:07,5,85,716.5,26,715.11,100
2016-06-23 09:30:07,1,100,716.38,100,715.11,100
2016-06-23 09:30:08,1,1,716.38,100,715.41,1
2016-06-23 09:30:09,3,100,716.5,26,715.41,1
2016-06-23 09:30:09,1,100,716.38,100,715.41,1
2016-06-23 09:30:09,1,75,716,75,715.41,1
2016-06-23 09:30:10,4,1,716,75,715.11,100
2016-06-23 09:30:17,1,100,716,75,715.21,100
2016-06-23 09:30:17,1,100,715.99,100,715.21,100
2016-06-23 09:30:17,3,100,716,75,715.21,100
2016-06-23 09:30:17,5,156,716,75,715.21,100
2016-06-23 09:30:17,3,100,716,75,715.11,100
2016-06-23 09:30:18,5,1,716,75,715.11,100
2016-06-23 09:30:18,5,1,716,75,715.11,100
2016-06-23 09:30:18,1,1,716,75,715.19,1
2016-06-23 09:30:19,5,29,716,75,715.19,1
2016-06-23 09:30:21,5,100,716,75,715.19,1
2016-06-23 09:30:21,1,100,716,75,715.69,100
2016-06-23 09:30:21,4,100,716,75,715.19,1
2016-06-23 09:30:21,1,100,715.99,100,715.19,1
2016-06-23 09:30:21,1,240,715.92,240,715.19,1
2016-06-23 09:30:23,4,1,715.92,240,715.11,100
2016-06-23 09:30:23,4,100,715.92,240,715.1,27
2016-06-23 09:30:23,4,27,715.92,240,715.05,39
2016-06-23 09:30:23,4,39,715.92,240,715,59
2016-06-23 09:30:25,4,6,715.92,240,715,53
2016-06-23 09:30:25,4,5,715.92,240,715,48
2016-06-23 09:30:25,4,15,715.92,240,715,33
2016-06-23 09:30:25,4,1,715.92,240,715,32
2016-06-23 09:30:25,4,2,715.92,240,715,30
2016-06-23 09:30:25,4,5,715.92,240,715,25
2016-06-23 09:30:25,4,25,715.92,240,714.9,20
2016-06-23 09:30:25,4,20,715.92,240,714.77,7
2016-06-23 09:30:25,4,7,715.92,240,714.76,10
2016-06-23 09:30:25,4,10,715.92,240,714.74,1000
2016-06-23 09:30:25,4,83,715.92,240,714.74,917
2016-06-23 09:30:25,4,917,715.92,240,714.71,12
2016-06-23 09:30:25,4,9,715.92,240,714.71,3
2016-06-23 09:30:25,4,3,715.92,240,714.7,9
2016-06-23 09:30:25,4,6,715.92,240,714.7,3
2016-06-23 09:30:25,4,3,715.92,240,714.68,6
2016-06-23 09:30:25,4,6,715.92,240,714.67,7
2016-06-23 09:30:25,4,7,715.92,240,714.62,5
2016-06-23 09:30:25,4,3,715.92,240,714.62,2
2016-06-23 09:30:25,4,2,715.92,240,714.61,7
2016-06-23 09:30:25,4,3,715.92,240,714.61,4
2016-06-23 09:30:25,4,4,715.92,240,714.31,100
2016-06-23 09:30:26,1,100,715.92,240,714.5,100
2016-06-23 09:30:27,1,200,715.9,200,714.5,100
2016-06-23 09:30:27,1,100,715.9,300,714.5,100
2016-06-23 09:30:28,3,100,715.9,200,714.5,100
2016-06-23 09:30:28,3,200,715.92,240,714.5,100
2016-06-23 09:30:28,1,200,714.75,200,714.5,100
2016-06-23 09:30:28,4,100,714.75,200,714.31,100
2016-06-23 09:30:28,4,100,714.75,200,714.15,5
2016-06-23 09:30:29,1,100,714.75,300,714.15,5
2016-06-23 09:30:29,4,2,714.75,300,714.15,3
2016-06-23 09:30:29,1,100,714.74,100,714.15,3
2016-06-23 09:30:29,4,3,714.74,100,714,318
2016-06-23 09:30:29,4,2,714.74,100,714,316
2016-06-23 09:30:29,4,98,714.74,100,714,218
2016-06-23 09:30:29,4,2,714.74,100,714,216
2016-06-23 09:30:29,4,28,714.74,100,714,188
2016-06-23 09:30:29,4,6,714.74,100,714,182
2016-06-23 09:30:29,4,4,714.74,100,714,178
2016-06-23 09:30:29,4,28,714.74,100,714,150
2016-06-23 09:30:29,4,56,714.74,100,714,94
2016-06-23 09:30:29,4,34,714.74,100,714,60
2016-06-23 09:30:29,4,50,714.74,100,714,10
2016-06-23 09:30:29,4,10,714.74,100,713.7,42
2016-06-23 09:30:29,4,42,714.74,100,713.67,2
2016-06-23 09:30:29,4,2,714.74,100,713.5,100
2016-06-23 09:30:29,5,100,714.74,100,713.5,100
2016-06-23 09:30:29,4,56,714.74,100,713.5,44
2016-06-23 09:30:29,4,42,714.74,100,713.5,2
2016-06-23 09:30:30,1,10,714.74,100,713.98,10
2016-06-23 09:30:30,3,100,714.75,100,713.98,10
2016-06-23 09:30:31,3,100,715.47,240,713.98,10
2016-06-23 09:30:33,1,100,714,100,713.98,10
2016-06-23 09:30:33,4,100,715.47,240,713.98,10
2016-06-23 09:30:33,5,100,715.47,240,713.98,10
2016-06-23 09:30:33,5,76,715.47,240,713.98,10
2016-06-23 09:30:33,1,100,715.47,240,713.99,100
2016-06-23 09:30:33,5,100,715.47,240,713.99,100
2016-06-23 09:30:33,1,100,714,100,713.99,100
2016-06-23 09:30:33,3,100,714,100,713.98,10
2016-06-23 09:30:33,4,100,715.47,240,713.98,10
2016-06-23 09:30:33,5,24,715.47,240,713.98,10
2016-06-23 09:30:33,1,100,715.47,240,714,100
2016-06-23 09:30:33,1,100,715.47,240,714,200
2016-06-23 09:30:33,4,100,715.47,240,714,100
2016-06-23 09:30:33,4,100,715.47,240,713.98,10
2016-06-23 09:30:33,1,10,715.47,240,714,10
2016-06-23 09:30:34,3,10,715.47,240,713.98,10
2016-06-23 09:30:35,1,75,715,75,713.98,10
2016-06-23 09:30:38,1,240,714.7,240,713.98,10
2016-06-23 09:30:38,1,200,714.6,200,713.98,10
2016-06-23 09:30:39,3,200,714.7,240,713.98,10
2016-06-23 09:30:42,1,20,714.7,240,713.98,30
2016-06-23 09:30:42,3,20,714.7,240,713.98,10
2016-06-23 09:30:45,4,87,714.7,153,713.98,10
2016-06-23 09:30:45,4,50,714.7,103,713.98,10
2016-06-23 09:30:45,4,55,714.7,48,713.98,10
2016-06-23 09:30:45,4,48,715,75,713.98,10
2016-06-23 09:30:45,4,75,716,90,713.98,10
2016-06-23 09:30:45,1,57,716,90,714.63,57
2016-06-23 09:30:45,1,20,716,90,714.63,77
2016-06-23 09:30:50,1,100,716,90,714.64,100
2016-06-23 09:30:50,1,20,716,90,714.64,120
2016-06-23 09:30:53,3,100,716,90,714.64,20
2016-06-23 09:30:54,1,1300,715.99,1300,714.64,20
2016-06-23 09:30:58,3,20,715.99,1300,714.63,57
2016-06-23 09:30:58,1,20,715.99,1300,714.65,20
2016-06-23 09:30:59,3,1300,716,90,714.65,20
2016-06-23 09:30:59,1,100,715.81,100,714.65,20
2016-06-23 09:30:59,3,20,715.81,100,714.63,57
2016-06-23 09:30:59,1,20,715.81,100,714.66,20
2016-06-23 09:31:01,1,200,715.76,200,714.66,20
2016-06-23 09:31:02,1,100,715.76,200,715.02,100
2016-06-23 09:31:02,1,20,715.76,200,715.03,20
2016-06-23 09:31:02,3,200,716,90,715.03,20
2016-06-23 09:31:03,3,20,716,90,715.02,100
2016-06-23 09:31:03,1,20,716,90,715.04,20
2016-06-23 09:31:03,3,20,716,90,715.02,100
2016-06-23 09:31:03,5,100,716,90,715.02,100
2016-06-23 09:31:03,1,100,715.99,100,715.02,100
2016-06-23 09:31:03,5,6,715.99,100,715.02,100
2016-06-23 09:31:03,4,50,715.99,100,715.02,50
2016-06-23 09:31:03,4,50,715.99,100,714.63,57
2016-06-23 09:31:03,5,50,715.99,100,714.63,57
2016-06-23 09:31:03,4,57,715.99,100,714.6,100
2016-06-23 09:31:03,4,11,715.99,100,714.6,89
2016-06-23 09:31:05,4,89,715.99,100,713.98,10
2016-06-23 09:31:05,1,100,715.98,100,713.98,10
2016-06-23 09:31:06,1,500,715.72,500,713.98,10
2016-06-23 09:31:07,1,100,715.72,500,715,100
2016-06-23 09:31:07,4,100,715.72,500,713.98,10
2016-06-23 09:31:07,1,100,715.71,100,713.98,10
2016-06-23 09:31:07,1,21,715.71,100,714.51,21
2016-06-23 09:31:07,1,200,715.7,200,714.51,21
2016-06-23 09:31:08,4,21,715.7,200,713.98,10
2016-06-23 09:31:08,1,100,715.69,100,713.98,10
2016-06-23 09:31:10,1,1,715.69,100,714.34,1
2016-06-23 09:31:10,1,100,715.69,100,715,100
2016-06-23 09:31:10,4,21,715.69,100,715,79
2016-06-23 09:31:10,3,100,715.71,100,715,79
2016-06-23 09:31:10,4,79,715.71,100,714.34,1
2016-06-23 09:31:10,1,100,715.7,100,714.34,1
2016-06-23 09:31:11,1,1400,715.65,1400,714.34,1
2016-06-23 09:31:12,1,2,715.65,1400,715,2
2016-06-23 09:31:12,4,2,715.65,1400,714.34,1
2016-06-23 09:31:13,1,100,715.63,100,714.34,1
2016-06-23 09:31:14,3,100,715.65,1400,714.34,1
2016-06-23 09:31:15,1,100,715.62,100,714.34,1
2016-06-23 09:31:15,5,100,715.62,100,714.34,1
2016-06-23 09:31:15,1,100,715.61,100,714.34,1
2016-06-23 09:31:15,4,100,715.62,100,714.34,1
2016-06-23 09:31:15,3,100,715.65,1400,714.34,1
2016-06-23 09:31:15,1,30,715,30,714.34,1
2016-06-23 09:31:15,4,30,715.65,1400,714.34,1
2016-06-23 09:31:15,1,100,715.64,100,714.34,1
2016-06-23 09:31:15,1,14,715.64,100,715.5,14
2016-06-23 09:31:15,4,14,715.64,100,714.34,1
2016-06-23 09:31:16,1,400,715.63,400,714.34,1
2016-06-23 09:31:18,1,100,715.63,500,714.34,1
2016-06-23 09:31:19,3,100,715.63,400,714.34,1
2016-06-23 09:31:19,5,1,715.63,400,714.34,1
2016-06-23 09:31:19,1,100,715.62,100,714.34,1
2016-06-23 09:31:25,1,100,715.57,100,714.34,1
2016-06-23 09:31:25,1,100,715.56,100,714.34,1
2016-06-23 09:31:26,4,1,715.56,100,714.23,1
2016-06-23 09:31:26,4,1,715.56,100,713.98,10
2016-06-23 09:31:26,1,100,715.55,100,713.98,10
2016-06-23 09:31:28,5,50,715.55,100,713.98,10
2016-06-23 09:31:30,1,100,715,100,713.98,10
2016-06-23 09:31:32,3,100,715.55,100,713.98,10
2016-06-23 09:31:34,1,100,715.54,100,713.98,10
2016-06-23 09:31:34,1,100,715.53,100,713.98,10
2016-06-23 09:31:35,4,10,715.53,100,713.78,50
2016-06-23 09:31:35,1,100,715.52,100,713.78,50
2016-06-23 09:31:36,1,6,715.4,6,713.78,50
2016-06-23 09:31:36,1,1,715.39,1,713.78,50
2016-06-23 09:31:40,1,100,715.39,1,713.83,100
2016-06-23 09:31:41,3,100,715.39,1,713.78,50
2016-06-23 09:31:41,1,100,715.39,1,713.83,100
2016-06-23 09:31:43,4,100,715.39,1,713.78,50
2016-06-23 09:31:43,4,50,715.39,1,713.5,2
2016-06-23 09:31:50,1,100,715.38,100,713.5,2
2016-06-23 09:31:50,1,30,715,30,713.5,2
2016-06-23 09:31:51,1,100,714.99,100,713.5,2
2016-06-23 09:31:52,5,6,714.99,100,713.5,2
2016-06-23 09:31:52,3,100,715,30,713.5,2
2016-06-23 09:31:52,1,100,714.6,100,713.5,2
2016-06-23 09:31:55,1,100,714.44,100,713.5,2
2016-06-23 09:31:58,1,50,714.44,100,714,50
2016-06-23 09:32:00,5,50,714.44,100,714,50
2016-06-23 09:32:00,4,50,714.44,100,713.63,100
2016-06-23 09:32:00,1,100,714.43,100,713.63,100
2016-06-23 09:32:00,3,100,714.43,100,713.5,2
2016-06-23 09:32:00,3,100,714.6,100,713.5,2
2016-06-23 09:32:00,1,30,714.02,30,713.5,2
2016-06-23 09:32:00,4,30,714.6,100,713.5,2
2016-06-23 09:32:02,1,10,714.4,10,713.5,2
2016-06-23 09:32:03,1,100,714.4,110,713.5,2
2016-06-23 09:32:04,5,300,714.4,110,713.5,2
2016-06-23 09:32:06,3,10,714.4,100,713.5,2
2016-06-23 09:32:08,1,10,714.39,10,713.5,2
2016-06-23 09:32:11,4,5,714.39,5,713.5,2
2016-06-23 09:32:11,1,100,714.39,5,713.69,100
2016-06-23 09:32:11,1,100,714.39,5,713.69,200
2016-06-23 09:32:11,4,5,714.4,100,713.69,200
2016-06-23 09:32:11,4,100,714.6,100,713.69,200
2016-06-23 09:32:11,4,10,714.6,90,713.69,200
2016-06-23 09:32:11,4,50,714.6,40,713.69,200
2016-06-23 09:32:11,4,40,715,30,713.69,200
2016-06-23 09:32:11,1,100,714.6,100,713.69,200
2016-06-23 09:32:11,5,100,714.6,100,713.69,200
2016-06-23 09:32:11,5,100,714.6,100,713.69,200
2016-06-23 09:32:11,5,100,714.6,100,713.69,200
2016-06-23 09:32:11,5,100,714.6,100,713.69,200
2016-06-23 09:32:11,1,50,714,50,713.69,200
2016-06-23 09:32:11,4,50,714.6,100,713.69,200
2016-06-23 09:32:12,1,100,714.6,100,713.73,100
2016-06-23 09:32:12,1,20,714.6,100,713.73,120
2016-06-23 09:32:12,1,100,714.6,100,713.75,100
2016-06-23 09:32:12,1,100,714.6,100,713.75,200
2016-06-23 09:32:12,1,20,714.6,100,713.75,220
2016-06-23 09:32:12,3,20,714.6,100,713.75,200
2016-06-23 09:32:12,1,20,714.6,100,713.77,20
2016-06-23 09:32:13,3,20,714.6,100,713.75,200
2016-06-23 09:32:13,1,100,714.6,100,713.79,100
2016-06-23 09:32:13,1,20,714.6,100,713.79,120
2016-06-23 09:32:13,3,20,714.6,100,713.79,100
2016-06-23 09:32:13,1,20,714.6,100,713.8,20
2016-06-23 09:32:15,1,100,714.6,100,713.81,100
2016-06-23 09:32:15,4,100,715,30,713.81,100
2016-06-23 09:32:15,1,100,715,30,713.82,100
2016-06-23 09:32:15,1,100,714.6,100,713.82,100
2016-06-23 09:32:15,3,100,714.6,100,713.81,100
2016-06-23 09:32:16,3,100,715,30,713.81,100
2016-06-23 09:32:16,1,10,715,30,713.81,110
2016-06-23 09:32:16,1,200,714.93,200,713.81,110
2016-06-23 09:32:16,5,100,714.93,200,713.81,110
2016-06-23 09:32:16,5,100,714.93,200,713.81,110
2016-06-23 09:32:16,1,100,714,100,713.81,110
2016-06-23 09:32:16,4,100,714.93,200,713.81,110
2016-06-23 09:32:16,1,100,714.93,200,713.82,100
2016-06-23 09:32:16,1,100,714,100,713.82,100
2016-06-23 09:32:16,3,100,714,100,713.81,110
2016-06-23 09:32:16,4,60,714,40,713.81,110
2016-06-23 09:32:16,3,40,714.93,200,713.81,110
2016-06-23 09:32:16,3,200,715,30,713.81,110
2016-06-23 09:32:17,1,100,715,30,713.81,210
2016-06-23 09:32:20,3,100,715,30,713.81,110
2016-06-23 09:32:20,1,100,715,30,713.89,100
2016-06-23 09:32:20,1,100,715,30,713.89,200
2016-06-23 09:32:22,1,10,715,30,713.9,10
2016-06-23 09:32:22,1,50,714.2,50,713.9,10
2016-06-23 09:32:22,4,50,715,30,713.9,10
2016-06-23 09:32:22,1,100,715,30,713.91,100
2016-06-23 09:32:25,1,10,715,30,714.03,10
2016-06-23 09:32:26,3,10,715,30,713.91,100
2016-06-23 09:32:28,1,100,714.95,100,713.91,100
2016-06-23 09:32:29,1,10,714.95,100,714.09,10
2016-06-23 09:32:31,5,1,714.95,100,714.09,10
2016-06-23 09:32:31,5,99,714.95,100,714.09,10
2016-06-23 09:32:31,4,1,714.95,99,714.09,10
2016-06-23 09:32:31,1,100,714.95,99,714.1,100
2016-06-23 09:32:31,4,99,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.14,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.15,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.16,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.17,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.18,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.19,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.2,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.21,100
2016-06-23 09:32:32,3,100,715,30,714.1,100
2016-06-23 09:32:32,1,100,715,30,714.22,100
2016-06-23 09:32:33,3,100,715,30,714.1,100
2016-06-23 09:32:33,4,30,715.63,100,714.1,100
2016-06-23 09:32:33,5,23,715.63,100,714.1,100
2016-06-23 09:32:33,5,77,715.63,100,714.1,100
2016-06-23 09:32:33,5,23,715.63,100,714.1,100
2016-06-23 09:32:33,5,77,715.63,100,714.1,100
2016-06-23 09:32:33,5,23,715.63,100,714.1,100
2016-06-23 09:32:33,4,77,715.63,23,714.1,100
2016-06-23 09:32:33,4,23,715.71,100,714.1,100
2016-06-23 09:32:33,4,100,715.88,100,714.1,100
2016-06-23 09:32:33,1,100,715.88,100,714.6,100
2016-06-23 09:32:35,1,10,715.88,100,714.62,10
2016-06-23 09:32:37,1,50,715.88,100,715.5,50
2016-06-23 09:32:37,4,50,715.88,100,714.62,10
2016-06-23 09:32:38,1,100,715.88,100,714.64,100
2016-06-23 09:32:38,1,1,715.88,100,714.9,1
2016-06-23 09:32:38,1,100,715.88,100,714.91,100
2016-06-23 09:32:39,3,100,715.88,100,714.9,1
2016-06-23 09:32:40,1,100,715.88,100,714.93,100
2016-06-23 09:32:40,3,100,715.88,100,714.9,1
2016-06-23 09:32:40,1,100,715.88,100,715.16,100
2016-06-23 09:32:40,1,100,715.88,100,715.16,200
2016-06-23 09:32:40,5,100,715.88,100,715.16,200
2016-06-23 09:32:40,4,100,716,190,715.16,200
2016-06-23 09:32:40,1,100,716,190,715.17,100
2016-06-23 09:32:40,1,100,715.88,100,715.17,100
2016-06-23 09:32:40,4,81,715.88,19,715.17,100
2016-06-23 09:32:40,1,100,715.88,119,715.17,100
2016-06-23 09:32:40,4,19,715.88,100,715.17,100
2016-06-23 09:32:40,4,81,715.88,19,715.17,100
2016-06-23 09:32:40,1,100,715.88,119,715.17,100
2016-06-23 09:32:40,4,19,715.88,100,715.17,100
2016-06-23 09:32:40,4,81,715.88,19,715.17,100
2016-06-23 09:32:40,1,100,715.88,119,715.17,100
2016-06-23 09:32:40,1,100,715.88,119,715.22,100
2016-06-23 09:32:40,1,100,715.88,119,715.22,200
2016-06-23 09:32:41,1,100,715.88,119,715.23,100
2016-06-23 09:32:42,3,100,715.88,119,715.22,200
2016-06-23 09:32:42,3,100,715.88,119,715.22,100
2016-06-23 09:32:42,3,100,715.88,119,715.17,100
2016-06-23 09:32:42,1,10,715.88,119,715.23,10
2016-06-23 09:32:42,1,100,715.88,119,715.28,100
2016-06-23 09:32:43,1,100,715.88,119,715.31,100
2016-06-23 09:32:43,1,1,715.88,119,715.39,1
2016-06-23 09:32:43,3,100,715.88,19,715.39,1
2016-06-23 09:32:43,3,19,716,190,715.39,1
2016-06-23 09:32:43,1,10,716,190,715.41,10
2016-06-23 09:32:44,1,100,716,190,715.44,100
2016-06-23 09:32:44,3,100,716,190,715.41,10
2016-06-23 09:32:44,1,100,716,190,715.46,100
2016-06-23 09:32:44,1,100,716,190,715.46,200
2016-06-23 09:32:44,1,100,716,190,715.46,300
2016-06-23 09:32:44,3,100,716,190,715.46,200
2016-06-23 09:32:44,1,100,716,190,715.48,100
2016-06-23 09:32:44,3,100,716,190,715.46,200
2016-06-23 09:32:44,1,100,716,190,715.49,100
2016-06-23 09:32:44,3,100,716,190,715.46,200
2016-06-23 09:32:44,1,100,716,190,715.5,100
2016-06-23 09:32:45,3,100,716,190,715.46,200
2016-06-23 09:32:45,3,100,716,190,715.46,100
2016-06-23 09:32:45,3,100,716,190,715.41,10
2016-06-23 09:32:45,1,100,716,190,715.52,100
2016-06-23 09:32:46,3,100,716,190,715.39,1
2016-06-23 09:32:46,1,10,716,190,715.57,10
2016-06-23 09:32:47,1,100,716,190,715.64,100
2016-06-23 09:32:47,1,100,716,190,715.64,200
2016-06-23 09:32:47,3,100,716,190,715.64,100
2016-06-23 09:32:47,1,100,716,190,715.65,100
2016-06-23 09:32:47,3,100,716,190,715.64,100
2016-06-23 09:32:47,1,100,716,190,715.66,100
2016-06-23 09:32:48,5,100,716,190,715.66,100
2016-06-23 09:32:48,4,50,716,190,715.66,50
2016-06-23 09:32:48,4,50,716,190,715.64,100
2016-06-23 09:32:48,4,50,716,190,715.64,50
2016-06-23 09:32:48,4,50,716,190,715.39,1
2016-06-23 09:32:48,5,50,716,190,715.39,1
2016-06-23 09:32:48,1,100,716,190,715.64,100
2016-06-23 09:32:48,4,100,716,190,715.39,1
2016-06-23 09:32:48,5,100,716,190,715.39,1
2016-06-23 09:32:48,1,100,716,190,715.64,100
2016-06-23 09:32:48,4,100,716,190,715.39,1
2016-06-23 09:32:48,1,100,716,190,715.64,100
2016-06-23 09:32:48,4,100,716,190,715.39,1
2016-06-23 09:32:48,5,100,716,190,715.39,1
2016-06-23 09:32:48,1,50,716,190,715.64,50
2016-06-23 09:32:48,4,50,716,190,715.39,1
2016-06-23 09:32:48,4,1,716,190,715.17,100
2016-06-23 09:32:48,1,100,715.87,100,715.17,100
2016-06-23 09:32:48,3,100,715.87,100,714.9,1
2016-06-23 09:32:49,1,10,715.43,10,714.9,1
2016-06-23 09:32:52,1,1,715.43,10,714.98,1
2016-06-23 09:32:54,1,100,715.3,100,714.98,1
2016-06-23 09:32:54,3,100,716,190,714.98,1
2016-06-23 09:32:54,5,1,716,190,714.98,1
2016-06-23 09:32:55,4,1,716,190,714.97,1
2016-06-23 09:32:55,5,6,716,190,714.97,1
2016-06-23 09:32:55,4,1,716,190,714.9,1
2016-06-23 09:32:55,4,1,716,190,714.89,1
2016-06-23 09:32:55,4,1,716,190,714.25,15
2016-06-23 09:32:55,1,10,716,190,714.62,10
2016-06-23 09:32:56,3,10,716,190,714.25,15
2016-06-23 09:33:04,1,2,715.2,2,714.25,15
2016-06-23 09:33:07,5,100,715.2,2,714.25,15
2016-06-23 09:33:07,5,100,715.2,2,714.25,15
2016-06-23 09:33:07,5,15,715.2,2,714.25,15
2016-06-23 09:33:07,3,15,715.2,2,714.17,100
2016-06-23 09:33:07,1,10,715.2,2,714.17,110
2016-06-23 09:33:10,5,100,715.2,2,714.17,110
2016-06-23 09:33:13,5,10,715.2,2,714.17,110
2016-06-23 09:33:19,1,1,715.2,2,714.17,111
2016-06-23 09:33:21,1,13,715.2,2,714.3,13
2016-06-23 09:33:23,1,1,715.2,2,714.3,14
2016-06-23 09:33:36,1,10,714.97,10,714.3,14
2016-06-23 09:33:43,3,10,715,32,714.3,14
2016-06-23 09:33:46,5,14,715,32,714.3,14
2016-06-23 09:33:46,4,13,715,32,714.3,1
2016-06-23 09:33:46,4,1,715,32,714.29,12
2016-06-23 09:33:46,5,56,715,32,714.29,12
2016-06-23 09:33:46,4,12,715,32,714.15,10
2016-06-23 09:33:46,1,100,715,32,714.3,100
2016-06-23 09:33:48,4,9,715,32,714.3,91
2016-06-23 09:33:48,1,100,715,32,714.3,191
2016-06-23 09:33:48,4,8,715,32,714.3,183
2016-06-23 09:33:50,1,10,715,32,714.3,193
2016-06-23 09:33:53,1,100,715,32,714.32,100
2016-06-23 09:33:53,3,100,715,32,714.3,193
2016-06-23 09:33:53,1,100,715,32,714.33,100
2016-06-23 09:33:55,1,10,715,32,714.33,110
2016-06-23 09:33:55,3,100,715,32,714.33,10
2016-06-23 09:33:56,1,100,715,32,714.33,110
2016-06-23 09:33:56,3,100,715,32,714.33,10
2016-06-23 09:33:58,1,1,715,32,714.55,1
2016-06-23 09:33:58,4,1,715,32,714.33,10
2016-06-23 09:33:58,1,70,715,32,714.4,70
2016-06-23 09:33:59,1,100,715,32,714.41,100
